_id,target
66810d8e6bf2b41c880a7bc6c8a1e295,0.019341732943186692
ccac3879652b08cb8b44c1920fd93afa,0.008714510327408533
fcccab4d7a76f70647f015f2c84c2af8,0.006300567562413901
ed8399278c30678dab739045fa12b440,0.00847385388273696
1d4d62ac5cabcb48bac7112813f290cb,0.008845761495489376
aba2dec4c5cab88824f36babd24b986f,0.10567395372867373
06f318f1dd178e738f675bb88a5adb84,0.004974049464217487
d5036f5956e42ee6207296238fc4bc1d,3.464670358729488e-05
fe0cc8933698ad4046ff2b82f65756eb,0.005913408902697408
70190122f4ebf196535e11b33eb95b81,0.004602362827959638
8c2e044ac444afd4d0dea67eba0079c4,0.04656118038277739
0d7db1117ed3606d7bbbb65d584b5c2f,0.2496380787444883
aa3d1e4ba96323b5449a23cb54badc50,0.3100256552485542
d312d9b1ffdab785a806490ca0450f7b,0.04356107163106624
56da3f911d7cc5e8f47f2703b74bdc45,0.008763113049863913
19afb1a10078e901994a1e1e2c058652,0.005976761106939458
9ac0fc025e2f551a7d5214a606a77434,0.006481959181405341
4bc819b6f4ebbedca0fe354ba5dc7ba3,0.006331696977544469
1c02af75529cdaee5f8822a5251f5c63,0.0074645505344267836
9d0424c7a80ebde8cc8b5520721592f2,0.41118389748394074
cf005d4bc86312d5f1032e08ef342e05,0.7468419797223935
6abe7bc6263ac81d7f6764c6b0489703,0.008996432997328994
b56ee107fc7abbabfa317f9209cbc5fd,0.019809563099507654
2fd2f7790cd8d0c638d55f41b1f323a2,0.0076138263196943575
bd3b2a1af1abd0d48af835aa69848232,0.006301399008959664
d50372645903431bd7ceb57bbf1cea06,0.011838829021140756
8a11f5487e2e8a6e91d0ab1b6003b55e,0.0008777259001687159
ab96e787fdf0827bbebcf95b1243d041,0.008143080987953763
233d244d79e364f517c846cb3ab1932a,0.006438118335136201
45971d4e3a47775bb5a7260bb5ea3c36,0.003986711487278603
5ccb10967f79fb08ace2d99ac6e0f3f1,0.19933103320653853
79dada7dfeb73ecb13b585716a422ccf,0.1726633024623505
3566dc034b1552ff7a1026ea1ab6baab,0.9185829911794215
895bf949198fb300efb4361ccd8231e6,0.5942014608062776
9e9bd8ab48ba5d9b7c53d6dd37d840ef,0.730087794853809
5595e4faeb748e040ae99b98bcd60af9,0.0035938594202713356
9c366222ca168600b6db86cfdda4cc90,0.01330582170050495
a79760db64a402bcc8e817800fe36ec1,0.005487665638460528
e3ad251da8e9d9405cce8312577cf855,0.00527692968762357
7c4da7b8abe1e7c113a59ed81d30d9fd,0.0070133427199743584
c78385401b8d4aafc615e0f5dae1b165,0.0032479426024197055
0f7837f2007516c4d60b341d4a4385a2,0.008421347639814284
be7d4bfb2a7dce1d959ca800974beec7,0.8202416222030403
2199d3381c925a326f5e84d81a3821a6,0.00462944601898841
fd6b3135204cd9f921f8d4fef7ed926f,0.41886626386205295
4c1f53490ba4a74f8d5f19da61a72541,0.04188254499125741
39a70c21ccaf86001a9f63236b92fda0,0.009345666191286012
f291ca841a04889d5eeef0a82f6e9af5,0.00843483283996635
109c7cdf766b45626ee333fc419d0e29,1.5827015073772603e-05
f2a7e010cf96014e5fbcea5030aacb2d,0.003212701119213714
8748231d6e955fdb991846ea7266b1f6,0.5812554927887656
74160f70d55985465a6e3142fac2a6f4,0.5676570305577366
f2f1d5a683617b2bdb6cb0b1eae67135,0.005940813910910738
319787f387c4fff24fba48f5145c70f6,0.2244687893160565
71e78ba4882ea90647b0d480165fa93d,0.08192063361329391
7cb55aabcd9cc97853b316b5a78c1157,0.009217696807974924
125cfd843805b5195f9d6bab20f6c60d,0.012737912433093116
7b79565657a886ce1111ff4f0d55356f,0.006949385780780063
8d41c15f9018f790b4f9f4401245010a,0.9823707928495579
8901071b74abf8bc7e6821d9aad6c189,0.006218755556140469
8941ef21c66e1787f2fdb20031c9a875,0.6500679841739181
e687e33d43d2b14b42160cfdcf050c1d,0.008305734185649448
927e2fe3ab21798d06610cea9ac47a3f,0.0085667968314662
8f0e4509d1fc44c2d0f246f8042f0e82,0.00862251207018588
aeca5711e8f5d1f000ecb7571553d277,0.8059609537312491
e8a06b22835be750ff991aacb1d4a705,0.014120100023871733
b7ba90462da8c4ee93d45780a7c07f38,0.3846554729941731
489fa37b171b4983640b9ecebc2f243e,0.005158369089727262
279591f4fc0b26ca4aba27721990c699,0.49376488418463776
e528bcdf2097e7bd22af3ebb82e00129,0.41030727843545706
79db58d81b6bffe403a5adafa9c5a3fa,0.005422955320646267
c8c2d3826f22d3ea1d438fa6bfd0d3fc,0.0567807264126714
41cea25bf286830d1c09cdaf8a5d374d,0.01146735992694815
fdd410318c48324908ee71ff7cbd746c,0.007910685579615235
41214fb3c1c0e64e1893d590b73ecf32,0.005876972967543936
103699d777d0304adfe836ca4b609bc8,0.0086773006127445
45e2dc4ff5beb908e757bf3c2c216611,0.10198103872457069
674a4677f98c868bf34d5349e498010b,0.005299173543914594
e9fcd7cf8ef6adce747cb0457cc0195a,0.04008803467945525
54bf8bbedb6f2ba8cd70f97a69858e48,0.009311561105478728
eaa32c70feaf28dadbc8f34ef9b8bbd2,0.155805234730104
016cdcd869d87e70cb9920a619cb86dd,0.004573329948283549
b9707c21cf54b6736cd75a08a922f19e,0.007856727558648207
9e80cff8367fcc686a0b60b0a12504a4,0.00947995567049991
f7275e160ccf7a6b4b3bd2c4ab05c6ca,0.008990294488196673
f2de34089ed3c2d2ddc3b2f26c4260ce,0.02123240513921966
421dbc76ad31fe7a7668251793224758,0.005688675721383625
cb84d596d8991e8c8f48051c1c3e6d59,0.16340576442375127
6754d31aa446cefd7d5e7c15f13586b0,0.014116330954190884
6d279bcbb439bd417fb02d750db7de08,0.004382264312755291
c45ec9e2493563e5bba0499260cf0f7c,0.0016167688982029554
db447f582f4f69de0f1059134442fce9,0.7519783123203942
4487c23453c6b7c4a0808784d860f1d3,0.009833769786347242
fca24a0e59915001b971721b76177012,0.008674688339785052
2842d28ce8c356cb291bfc38fcd9a48e,0.06633398500204175
5991b1d4e7569883393a43a021d3dcf8,0.004759329606063112
01c9cdd6e0f0829b9c5e628997fc7faf,0.07313876745808054
819b99db8bb1f7dc253ce4449fcd06d0,0.006578533509171561
004955e30603d8c06c1ff917736eb418,0.0003022894893713809
b88db2b9014326195a415796beacbaa7,0.005241461126967428
a09327b95e3d5bedd60a4031bd1abdff,0.1674501864064406
5a4855b9a4afb491d3fefaa020a7d146,0.45184251814692394
18357e067dfcb007f3b16b4a55ae4fe2,0.27447271708145277
3d13a8bc3d49f9b418ab88d3a7d3e35d,0.005324934582594342
d55813d0860b75c01d8e66431529cb4c,0.007012706397918102
ce145419bf752bf610eebff30392d0f9,0.008279250370137279
cf40a1de3f93b4a025409b5efa5aa210,0.20804461909241775
84341911f905ca8d650821695f4cc1e0,0.00498437998883801
1b611914257d71f0db2bcb5a738210ac,0.010326060624731521
3d13be41af88ebd28915075a364c6d2f,0.012133678869317288
12eac23e7fa399d7bbe7d7d8a31f2e93,0.006969505858585682
74e425bd6aa3536ba59dedd0feaa7297,0.0049746202816034375
13a26a0a68508e3f464400b26647a5ba,0.00033599545083018016
eaf6ce7ac118db9478b45c8fd8aac1e0,0.005437289558127579
b6e11653aa7833f49db22ddcb053c51d,0.006163991840424303
245e13d2d6a29abccebd21cc415f9324,0.006631688762239537
c4f30de85d94d65331ebdaa066be7be4,0.011340728273671526
d7a57ec091fec244fa2ac5b6edbc3952,0.010465965882110833
10fba33e77c369a47db11a3626c16177,0.0036444653632992335
c4fccf9d97aee52d49787acc38981d31,0.012960807680597632
ac281d2059eb78b72539a9694dc7bed6,0.00536940207484998
6051eb6d72d48d6a04353a1074b5c2bd,0.005181590808122371
7b72d2e22559d9292a0b3884cbf676d1,0.006082188413323868
36281edb274a35502d54c0e28ef96b10,0.0061015804760741485
345fdd78e28b1cfcedda59791bfd8c9b,0.003937828036373989
28eef46353fb5a064abe763501347d1f,0.009046053706065276
c91adcdb09752ac15292d8d7384f79ba,0.6365478647847465
cf4739f893805771dc8197ff742c0a39,0.0351437878863571
0395814ae8c27241eacda94c69cc598c,0.17545073507538078
423ff3917ce9d1dfe7a513e59c3e8f16,0.005050141531820438
6b184d0328cf791ea27c35a57df5e6e2,0.020721291881333412
07700663f6282acb766d107bf9582f12,0.00945204527282499
4ad4f1df78c6adcc998becba47aba8e3,0.008960995579516396
e270b8105730dcdab1c81986c73283ad,0.005600893695857538
8af7951343813241d09edd3dcc2377aa,0.0032327728660941986
7ef941297a995b0a40dc6d4d95d9b0b6,0.008534644104972167
5e48de08f7d3d5a05316a700e2349567,0.02170164382530491
f4d2d51870a6ef85312be8e77e1fc265,0.9483470230084201
393627a7266eaf96d4240fa64c76df12,0.08405104476410069
f9f7df5d70f610254530cd2f7c9121eb,0.13457461904016216
34b36cdad5abbd31900ba936bd5ab9a2,8.553887346859447e-05
9471e3503d832e469eaa82a43c3e234f,0.005144969357391359
a3f07671642038caece41ff2a52d8673,0.004559884265545768
402aa658b30c94ff4db5c88563e2b7cb,0.00470647794484829
3277aff14deef2292263c2ba73acf3f5,0.005978426568675939
